,awayscore,away,homescore,date,home,div,tourney
81,2,Fifth Element,11,7/16/2016,Prion,Mixed,Bourbon Bash 2016
82,11,Free Ride,10,7/16/2016,Hairy Otter,Mixed,Bourbon Bash 2016
83,11,North Coast,1,7/16/2016,I-79,Mixed,Bourbon Bash 2016
84,2,North Coast,11,7/16/2016,Prion,Mixed,Bourbon Bash 2016
85,5,Fifth Element,10,7/16/2016,Hairy Otter,Mixed,Bourbon Bash 2016
86,11,Free Ride,7,7/16/2016,I-79,Mixed,Bourbon Bash 2016
87,2,I-79,11,7/16/2016,Prion,Mixed,Bourbon Bash 2016
88,9,North Coast,10,7/16/2016,Hairy Otter,Mixed,Bourbon Bash 2016
89,11,Free Ride,3,7/16/2016,Fifth Element,Mixed,Bourbon Bash 2016
90,5,Free Ride,11,7/16/2016,Prion,Mixed,Bourbon Bash 2016
91,7,North Coast,8,7/16/2016,Fifth Element,Mixed,Bourbon Bash 2016
92,5,I-79,11,7/16/2016,Hairy Otter,Mixed,Bourbon Bash 2016
93,5,Hairy Otter,11,7/16/2016,Prion,Mixed,Bourbon Bash 2016
94,11,I-79,8,7/16/2016,Fifth Element,Mixed,Bourbon Bash 2016
95,4,North Coast,11,7/16/2016,Free Ride,Mixed,Bourbon Bash 2016
96,5,Moonshine,11,7/16/2016,Columbus Cocktails,Mixed,Bourbon Bash 2016
97,10,Goosebumps and Hucks,12,7/16/2016,Thunderpants the Magic Dragon,Mixed,Bourbon Bash 2016
99,7,Los  Heros,11,7/16/2016,Columbus Cocktails,Mixed,Bourbon Bash 2016
100,11,Moonshine,6,7/16/2016,Thunderpants the Magic Dragon,Mixed,Bourbon Bash 2016
103,8,Los  Heros,9,7/16/2016,Thunderpants the Magic Dragon,Mixed,Bourbon Bash 2016
104,4,Goosebumps and Hucks,11,7/16/2016,Moonshine,Mixed,Bourbon Bash 2016
105,10,Los  Heros,5,7/16/2016,Moonshine,Mixed,Bourbon Bash 2016
107,3,Goosebumps and Hucks,11,7/16/2016,Columbus Cocktails,Mixed,Bourbon Bash 2016
108,1,Thunderpants the Magic Dragon,11,7/16/2016,Columbus Cocktails,Mixed,Bourbon Bash 2016
110,11,Los  Heros,7,7/16/2016,Goosebumps and Hucks,Mixed,Bourbon Bash 2016
111,6,Fifth Element,15,7/17/2016,North Coast,Mixed,Bourbon Bash 2016
112,10,I-79,11,7/17/2016,North Coast,Mixed,Bourbon Bash 2016
114,15,I-79,12,7/17/2016,Thunderpants the Magic Dragon,Mixed,Bourbon Bash 2016
115,8,Goosebumps and Hucks,15,7/17/2016,Fifth Element,Mixed,Bourbon Bash 2016
117,5,Goosebumps and Hucks,13,7/17/2016,Thunderpants the Magic Dragon,Mixed,Bourbon Bash 2016
118,15,Columbus Cocktails,8,7/17/2016,Prion,Mixed,Bourbon Bash 2016
119,7,Hairy Otter,11,7/17/2016,Prion,Mixed,Bourbon Bash 2016
120,15,Columbus Cocktails,6,7/17/2016,Free Ride,Mixed,Bourbon Bash 2016
121,13,Hairy Otter,10,7/17/2016,Los  Heros,Mixed,Bourbon Bash 2016
122,10,Moonshine,11,7/17/2016,Free Ride,Mixed,Bourbon Bash 2016
123,7,Free Ride,11,7/17/2016,Hairy Otter,Mixed,Bourbon Bash 2016
124,14,Moonshine,8,7/17/2016,Los  Heros,Mixed,Bourbon Bash 2016
146,15,Clue,8,7/16/2016,Ant Madness,Mixed,Philly Invite 2016
147,11,Clue,15,7/16/2016,Bang!,Mixed,Philly Invite 2016
149,12,Ant Madness,15,7/16/2016,Bang!,Mixed,Philly Invite 2016
151,12,American Hyperbole,15,7/16/2016,Sparkle Ponies,Mixed,Philly Invite 2016
152,9,Tyrannis,15,7/16/2016,Powermove,Mixed,Philly Invite 2016
153,12,Tyrannis,15,7/16/2016,Sparkle Ponies,Mixed,Philly Invite 2016
154,15,American Hyperbole,11,7/16/2016,Powermove,Mixed,Philly Invite 2016
155,10,Powermove,15,7/16/2016,Sparkle Ponies,Mixed,Philly Invite 2016
156,9,Tyrannis,15,7/16/2016,American Hyperbole,Mixed,Philly Invite 2016
157,8,BITMAP,15,7/16/2016,Dub Club,Mixed,Philly Invite 2016
160,14,BITMAP,15,7/16/2016,Los Penguinos,Mixed,Philly Invite 2016
161,6,Los Penguinos,15,7/16/2016,Dub Club,Mixed,Philly Invite 2016
163,11,Buffalo Lake Effect,15,7/16/2016,Grand Army.,Mixed,Philly Invite 2016
164,17,Sabotage,15,7/16/2016,The Bandits,Mixed,Philly Invite 2016
165,15,Sabotage,16,7/16/2016,Grand Army.,Mixed,Philly Invite 2016
166,4,Buffalo Lake Effect,15,7/16/2016,The Bandits,Mixed,Philly Invite 2016
167,15,The Bandits,16,7/16/2016,Grand Army.,Mixed,Philly Invite 2016
168,13,Sabotage,15,7/16/2016,Buffalo Lake Effect,Mixed,Philly Invite 2016
169,9,Los Penguinos,15,7/16/2016,Ant Madness,Mixed,Philly Invite 2016
170,12,The Bandits,15,7/16/2016,Powermove,Mixed,Philly Invite 2016
172,12,Grand Army.,14,7/16/2016,Tyrannis,Mixed,Philly Invite 2016
173,9,Sparkle Ponies,15,7/16/2016,Bang!,Mixed,Philly Invite 2016
174,15,American Hyperbole,6,7/16/2016,Clue,Mixed,Philly Invite 2016
175,15,Sabotage,11,7/16/2016,BITMAP,Mixed,Philly Invite 2016
177,9,Clue,15,7/17/2016,Bang!,Mixed,Philly Invite 2016
178,7,American Hyperbole,15,7/17/2016,Bang!,Mixed,Philly Invite 2016
179,6,Dub Club,15,7/17/2016,Clue,Mixed,Philly Invite 2016
180,5,Tyrannis,15,7/17/2016,Bang!,Mixed,Philly Invite 2016
181,15,American Hyperbole,12,7/17/2016,Ant Madness,Mixed,Philly Invite 2016
182,16,Powermove,17,7/17/2016,Clue,Mixed,Philly Invite 2016
183,8,Sparkle Ponies,15,7/17/2016,Dub Club,Mixed,Philly Invite 2016
184,15,Dub Club,6,7/17/2016,American Hyperbole,Mixed,Philly Invite 2016
185,13,Sparkle Ponies,10,7/17/2016,Ant Madness,Mixed,Philly Invite 2016
186,14,Ant Madness,13,7/17/2016,Tyrannis,Mixed,Philly Invite 2016
187,16,Sparkle Ponies,15,7/17/2016,Powermove,Mixed,Philly Invite 2016
188,11,Powermove,9,7/17/2016,Tyrannis,Mixed,Philly Invite 2016
190,15,The Bandits,8,7/17/2016,Buffalo Lake Effect,Mixed,Philly Invite 2016
192,14,Buffalo Lake Effect,13,7/17/2016,Grand Army.,Mixed,Philly Invite 2016
193,15,The Bandits,13,7/17/2016,BITMAP,Mixed,Philly Invite 2016
194,14,Sabotage,12,7/17/2016,Los Penguinos,Mixed,Philly Invite 2016
196,4,Sabotage,15,7/17/2016,Buffalo Lake Effect,Mixed,Philly Invite 2016
198,9,BITMAP,15,7/17/2016,Grand Army.,Mixed,Philly Invite 2016
200,13,Los Penguinos,15,7/17/2016,BITMAP,Mixed,Philly Invite 2016
273,9,First Order,13,7/9/2016,8 Bit Heroes,Mixed,Virginia Commonwealth Games 2016
274,13,Lord Fairfax,6,7/9/2016,Stormborn,Mixed,Virginia Commonwealth Games 2016
275,9,Norfolkin' Around,11,7/9/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
276,7,Lord Fairfax,13,7/9/2016,Legion,Mixed,Virginia Commonwealth Games 2016
277,7,First Order,12,7/9/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
278,7,Norfolkin' Around,11,7/9/2016,Stormborn,Mixed,Virginia Commonwealth Games 2016
279,6,Throws of Passion,12,7/9/2016,Legion,Mixed,Virginia Commonwealth Games 2016
280,10,Norfolkin' Around,12,7/9/2016,8 Bit Heroes,Mixed,Virginia Commonwealth Games 2016
281,0,First Order,13,7/9/2016,Stormborn,Mixed,Virginia Commonwealth Games 2016
282,11,8 Bit Heroes,10,7/9/2016,Legion,Mixed,Virginia Commonwealth Games 2016
283,6,First Order,12,7/9/2016,Lord Fairfax,Mixed,Virginia Commonwealth Games 2016
284,6,Stormborn,10,7/9/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
285,4,8 Bit Heroes,13,7/9/2016,Lord Fairfax,Mixed,Virginia Commonwealth Games 2016
286,7,Norfolkin' Around,13,7/9/2016,Legion,Mixed,Virginia Commonwealth Games 2016
287,12,Norfolkin' Around,11,7/10/2016,First Order,Mixed,Virginia Commonwealth Games 2016
288,10,8 Bit Heroes,9,7/10/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
289,12,Norfolkin' Around,11,7/10/2016,Lord Fairfax,Mixed,Virginia Commonwealth Games 2016
290,5,Stormborn,13,7/10/2016,Legion,Mixed,Virginia Commonwealth Games 2016
291,9,8 Bit Heroes,8,7/10/2016,Stormborn,Mixed,Virginia Commonwealth Games 2016
292,9,Lord Fairfax,5,7/10/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
293,4,First Order,13,7/10/2016,Legion,Mixed,Virginia Commonwealth Games 2016
294,13,Legion,8,7/10/2016,Throws of Passion,Mixed,Virginia Commonwealth Games 2016
295,11,Throws of Passion,4,7/10/2016,8 Bit Heroes,Mixed,Virginia Commonwealth Games 2016
296,7,Lord Fairfax,12,7/10/2016,Legion,Mixed,Virginia Commonwealth Games 2016
297,9,Lord Fairfax,6,7/10/2016,8 Bit Heroes,Mixed,Virginia Commonwealth Games 2016
298,10,Norfolkin' Around,13,7/10/2016,Stormborn,Mixed,Virginia Commonwealth Games 2016
345,13,Steamboat,9,7/9/2016,The Chad Larson Experience,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
349,10,Cahoots,12,7/9/2016,UPA,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
350,11,Jughandle,12,7/9/2016,Birdfruit,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
351,7,Birdfruit,12,7/9/2016,UPA,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
352,13,Jughandle,10,7/9/2016,Cahoots,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
353,10,Jughandle,12,7/9/2016,UPA,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
354,5,Cahoots,11,7/9/2016,Birdfruit,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
355,4,Bird,13,7/9/2016,AMP,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
357,7,Love Tractor,13,7/9/2016,AMP,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
360,6,Bird,13,7/9/2016,Love Tractor,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
374,8,Love Tractor,12,7/10/2016,Steamboat,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
376,8,Birdfruit,10,7/10/2016,Steamboat,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
377,13,Love Tractor,11,7/10/2016,Bucket,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
379,12,The Chad Larson Experience,7,7/10/2016,UPA,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
380,11,Bird,12,7/9/2016,Birdfruit,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
381,9,Jughandle,13,7/9/2016,Love Tractor,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
384,13,The Chad Larson Experience,6,7/10/2016,Love Tractor,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
385,13,AMP,7,7/10/2016,Birdfruit,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
386,10,Bucket,11,7/10/2016,Birdfruit,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
387,6,UPA,13,7/10/2016,AMP,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
388,11,UPA,9,7/10/2016,Bucket,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
390,13,Jughandle,9,7/10/2016,Bird,Mixed,TCT Elite-Select Challenge 2016 (Oshadega Invite)
585,15,Metro North,13,7/1/2016,Drag'n Thrust,Mixed,US Open Ultimate Championships
586,10,UNION,12,7/1/2016,Polar Bears,Mixed,US Open Ultimate Championships
588,5,UNION,13,7/1/2016,Drag'n Thrust,Mixed,US Open Ultimate Championships
589,15,AMP,9,7/1/2016,Polar Bears,Mixed,US Open Ultimate Championships
591,9,Polar Bears,15,7/1/2016,Drag'n Thrust,Mixed,US Open Ultimate Championships
592,13,AMP,15,7/1/2016,Metro North,Mixed,US Open Ultimate Championships
594,11,AMP,12,7/2/2016,Drag'n Thrust,Mixed,US Open Ultimate Championships
596,6,UNION,15,7/2/2016,Metro North,Mixed,US Open Ultimate Championships
598,11,Metro North,13,7/2/2016,Polar Bears,Mixed,US Open Ultimate Championships
599,6,UNION,15,7/2/2016,AMP,Mixed,US Open Ultimate Championships
600,7,Ambiguous Grey,15,7/1/2016,Seattle Mixtape,Mixed,US Open Ultimate Championships
601,11,NOISE,15,7/1/2016,Slow White,Mixed,US Open Ultimate Championships
603,13,NOISE,15,7/1/2016,Seattle Mixtape,Mixed,US Open Ultimate Championships
604,8,Wild Card,15,7/1/2016,Slow White,Mixed,US Open Ultimate Championships
606,12,Slow White,15,7/1/2016,Seattle Mixtape,Mixed,US Open Ultimate Championships
607,15,Wild Card,11,7/1/2016,Ambiguous Grey,Mixed,US Open Ultimate Championships
609,11,Wild Card,13,7/2/2016,Seattle Mixtape,Mixed,US Open Ultimate Championships
611,15,NOISE,9,7/2/2016,Ambiguous Grey,Mixed,US Open Ultimate Championships
613,10,Ambiguous Grey,15,7/2/2016,Slow White,Mixed,US Open Ultimate Championships
614,15,NOISE,14,7/2/2016,Wild Card,Mixed,US Open Ultimate Championships
615,10,Seattle Mixtape,15,7/4/2016,Slow White,Mixed,US Open Ultimate Championships
616,15,Slow White,10,7/3/2016,Metro North,Mixed,US Open Ultimate Championships
617,15,Seattle Mixtape,14,7/3/2016,Drag'n Thrust,Mixed,US Open Ultimate Championships
618,8,NOISE,13,7/3/2016,AMP,Mixed,US Open Ultimate Championships
619,12,Wild Card,14,7/3/2016,AMP,Mixed,US Open Ultimate Championships
620,15,NOISE,7,7/3/2016,Polar Bears,Mixed,US Open Ultimate Championships
621,14,Polar Bears,12,7/3/2016,Wild Card,Mixed,US Open Ultimate Championships
622,14,Ambiguous Grey,12,7/3/2016,UNION,Mixed,US Open Ultimate Championships
708,9,Fifth Element,13,6/25/2016,Hairy Otter,Mixed,Huckfest 2016
711,2,Fifth Element,13,6/26/2016,Thoroughbred,Mixed,Huckfest 2016
714,4,Hairy Otter,13,6/26/2016,Thoroughbred,Mixed,Huckfest 2016
880,9,Titan NE,15,6/25/2016,Wild Card,Mixed,Boston Invite 2016
881,9,Titan NE,15,6/25/2016,Slow White,Mixed,Boston Invite 2016
885,6,UNION,15,6/25/2016,Slow White,Mixed,Boston Invite 2016
886,8,Wild Card,15,6/25/2016,Metro North,Mixed,Boston Invite 2016
891,10,Titan NE,15,6/25/2016,Metro North,Mixed,Boston Invite 2016
893,14,Titan NE,13,6/26/2016,UNION,Mixed,Boston Invite 2016
896,13,Wild Card,15,6/26/2016,Slow White,Mixed,Boston Invite 2016
899,15,UNION,17,6/26/2016,Metro North,Mixed,Boston Invite 2016
901,9,Metro North,15,6/26/2016,Slow White,Mixed,Boston Invite 2016
902,9,UNION,15,6/26/2016,Wild Card,Mixed,Boston Invite 2016
1035,1,First Order,13,6/25/2016,Toro,Mixed,Summer Glazed Daze 2016
1036,12,Sir Walter Rowdy,11,6/25/2016,Legion,Mixed,Summer Glazed Daze 2016
1037,5,Legion,13,6/25/2016,Toro,Mixed,Summer Glazed Daze 2016
1038,8,Sir Walter Rowdy,13,6/25/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1039,0,First Order,13,6/25/2016,Sir Walter Rowdy,Mixed,Summer Glazed Daze 2016
1040,8,Legion,13,6/25/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1041,2,Sir Walter Rowdy,13,6/25/2016,Toro,Mixed,Summer Glazed Daze 2016
1042,1,First Order,13,6/25/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1043,9,Swamp Rabbit,13,6/25/2016,Toro,Mixed,Summer Glazed Daze 2016
1044,7,First Order,13,6/25/2016,Legion,Mixed,Summer Glazed Daze 2016
1045,9,Lord Fairfax,13,6/25/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1046,7,Boxcar,13,6/25/2016,The Hucking Dead,Mixed,Summer Glazed Daze 2016
1047,7,The Hucking Dead,13,6/25/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1048,3,Boxcar,13,6/25/2016,American Hyperbole,Mixed,Summer Glazed Daze 2016
1049,8,Lord Fairfax,13,6/25/2016,Boxcar,Mixed,Summer Glazed Daze 2016
1050,6,The Hucking Dead,13,6/25/2016,American Hyperbole,Mixed,Summer Glazed Daze 2016
1051,10,Boxcar,12,6/25/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1052,4,Lord Fairfax,13,6/25/2016,American Hyperbole,Mixed,Summer Glazed Daze 2016
1053,13,American Hyperbole,7,6/25/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1054,11,Lord Fairfax,13,6/25/2016,The Hucking Dead,Mixed,Summer Glazed Daze 2016
1055,5,Throws of Passion,17,6/25/2016,Charlotte Storm,Mixed,Summer Glazed Daze 2016
1056,8,Carolina Reign,16,6/25/2016,Tyrannis,Mixed,Summer Glazed Daze 2016
1057,10,Carolina Reign,17,6/25/2016,Charlotte Storm,Mixed,Summer Glazed Daze 2016
1058,10,Throws of Passion,11,6/25/2016,Tyrannis,Mixed,Summer Glazed Daze 2016
1059,8,Tyrannis,15,6/25/2016,Charlotte Storm,Mixed,Summer Glazed Daze 2016
1060,17,Carolina Reign,7,6/25/2016,Throws of Passion,Mixed,Summer Glazed Daze 2016
1061,15,Malice in Wonderland,11,6/25/2016,Cahoots,Mixed,Summer Glazed Daze 2016
1062,5,Stormborn,17,6/25/2016,Jared Lorenzen Project,Mixed,Summer Glazed Daze 2016
1063,4,Stormborn,17,6/25/2016,Cahoots,Mixed,Summer Glazed Daze 2016
1064,11,Malice in Wonderland,16,6/25/2016,Jared Lorenzen Project,Mixed,Summer Glazed Daze 2016
1065,11,Jared Lorenzen Project,10,6/25/2016,Cahoots,Mixed,Summer Glazed Daze 2016
1066,5,Stormborn,16,6/25/2016,Malice in Wonderland,Mixed,Summer Glazed Daze 2016
1067,14,Charlotte Storm,12,6/26/2016,Jared Lorenzen Project,Mixed,Summer Glazed Daze 2016
1068,13,Jared Lorenzen Project,12,6/26/2016,Toro,Mixed,Summer Glazed Daze 2016
1069,9,American Hyperbole,15,6/26/2016,Charlotte Storm,Mixed,Summer Glazed Daze 2016
1070,12,Pluff Mud Panic,15,6/26/2016,Toro,Mixed,Summer Glazed Daze 2016
1071,15,Jared Lorenzen Project,9,6/26/2016,Tyrannis,Mixed,Summer Glazed Daze 2016
1072,15,Charlotte Storm,11,6/26/2016,Malice in Wonderland,Mixed,Summer Glazed Daze 2016
1073,15,American Hyperbole,11,6/26/2016,Cahoots,Mixed,Summer Glazed Daze 2016
1074,11,Carolina Reign,13,6/26/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1075,10,The Hucking Dead,15,6/26/2016,Tyrannis,Mixed,Summer Glazed Daze 2016
1076,9,Sir Walter Rowdy,13,6/26/2016,Malice in Wonderland,Mixed,Summer Glazed Daze 2016
1077,15,Cahoots,13,6/26/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1078,8,American Hyperbole,11,6/26/2016,Toro,Mixed,Summer Glazed Daze 2016
1079,1,Cahoots,0,6/26/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1080,8,Malice in Wonderland,15,6/26/2016,Pluff Mud Panic,Mixed,Summer Glazed Daze 2016
1081,15,Cahoots,14,6/26/2016,Tyrannis,Mixed,Summer Glazed Daze 2016
1082,10,Tyrannis,8,6/26/2016,Malice in Wonderland,Mixed,Summer Glazed Daze 2016
1083,15,Carolina Reign,11,6/26/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1084,13,Carolina Reign,11,6/26/2016,Sir Walter Rowdy,Mixed,Summer Glazed Daze 2016
1085,9,The Hucking Dead,14,6/26/2016,Swamp Rabbit,Mixed,Summer Glazed Daze 2016
1086,9,Sir Walter Rowdy,11,6/26/2016,The Hucking Dead,Mixed,Summer Glazed Daze 2016
1087,13,Boxcar,9,6/26/2016,Legion,Mixed,Summer Glazed Daze 2016
1088,15,Legion,7,6/26/2016,Stormborn,Mixed,Summer Glazed Daze 2016
1089,14,Boxcar,11,6/26/2016,Throws of Passion,Mixed,Summer Glazed Daze 2016
1090,15,Stormborn,10,6/26/2016,First Order,Mixed,Summer Glazed Daze 2016
1091,15,Throws of Passion,9,6/26/2016,Lord Fairfax,Mixed,Summer Glazed Daze 2016
1092,15,Throws of Passion,7,6/26/2016,Stormborn,Mixed,Summer Glazed Daze 2016
1093,15,Lord Fairfax,6,6/26/2016,First Order,Mixed,Summer Glazed Daze 2016
1235,5,Mad Udderburn,13,8/20/2016,NOISE,Mixed,Cooler Classic 28
1236,10,panIC,13,8/20/2016,Minnesota Star Power,Mixed,Cooler Classic 28
1237,4,No Touching,13,8/20/2016,NOISE,Mixed,Cooler Classic 28
1238,13,Mad Udderburn,11,8/20/2016,panIC,Mixed,Cooler Classic 28
1239,13,panIC,10,8/20/2016,No Touching,Mixed,Cooler Classic 28
1240,2,Mad Udderburn,13,8/20/2016,Minnesota Star Power,Mixed,Cooler Classic 28
1241,4,panIC,13,8/20/2016,NOISE,Mixed,Cooler Classic 28
1242,13,No Touching,8,8/20/2016,Minnesota Star Power,Mixed,Cooler Classic 28
1243,7,Minnesota Star Power,9,8/20/2016,NOISE,Mixed,Cooler Classic 28
1244,9,Mad Udderburn,12,8/20/2016,No Touching,Mixed,Cooler Classic 28
1245,13,Chalice,9,8/20/2016,Des Moines Metro,Mixed,Cooler Classic 28
1246,13,Risky Business,11,8/20/2016,Coalition Ultimate,Mixed,Cooler Classic 28
1247,11,Risky Business,13,8/20/2016,Des Moines Metro,Mixed,Cooler Classic 28
1248,13,Chalice,5,8/20/2016,Coalition Ultimate,Mixed,Cooler Classic 28
1249,8,Coalition Ultimate,13,8/20/2016,Des Moines Metro,Mixed,Cooler Classic 28
1250,5,Risky Business,13,8/20/2016,Chalice,Mixed,Cooler Classic 28
1251,13,Mastodon,8,8/20/2016,Wingdings,Mixed,Cooler Classic 28
1252,8,ELevate,13,8/20/2016,Mojo Jojo,Mixed,Cooler Classic 28
1253,13,ELevate,9,8/20/2016,Wingdings,Mixed,Cooler Classic 28
1254,13,Mastodon,7,8/20/2016,Mojo Jojo,Mixed,Cooler Classic 28
1255,11,Mojo Jojo,7,8/20/2016,Wingdings,Mixed,Cooler Classic 28
1256,7,ELevate,13,8/20/2016,Mastodon,Mixed,Cooler Classic 28
1257,13,Toast,10,8/20/2016,Skyhawks,Mixed,Cooler Classic 28
1258,5,Doppler Effect,13,8/20/2016,Spirit Fowl,Mixed,Cooler Classic 28
1259,9,Doppler Effect,11,8/20/2016,Skyhawks,Mixed,Cooler Classic 28
1260,12,Toast,13,8/20/2016,Spirit Fowl,Mixed,Cooler Classic 28
1261,12,Spirit Fowl,9,8/20/2016,Skyhawks,Mixed,Cooler Classic 28
1262,7,Doppler Effect,13,8/20/2016,Toast,Mixed,Cooler Classic 28
1263,7,Stackcats,13,8/20/2016,Free Ride,Mixed,Cooler Classic 28
1264,12,Jabba the Huck,14,8/20/2016,The Abusement Park,Mixed,Cooler Classic 28
1265,8,Jabba the Huck,13,8/20/2016,Free Ride,Mixed,Cooler Classic 28
1266,9,Stackcats,13,8/20/2016,The Abusement Park,Mixed,Cooler Classic 28
1267,13,The Abusement Park,7,8/20/2016,Free Ride,Mixed,Cooler Classic 28
1268,8,Jabba the Huck,10,8/20/2016,Stackcats,Mixed,Cooler Classic 28
1269,12,Spirit Fowl,9,8/20/2016,Wingdings,Mixed,Cooler Classic 28
1270,6,The Abusement Park,8,8/20/2016,Coalition Ultimate,Mixed,Cooler Classic 28
1271,7,Free Ride,13,8/20/2016,Toast,Mixed,Cooler Classic 28
1272,10,Stackcats,11,8/20/2016,Doppler Effect,Mixed,Cooler Classic 28
1273,10,Jabba the Huck,9,8/20/2016,Skyhawks,Mixed,Cooler Classic 28
1274,12,No Touching,14,8/21/2016,NOISE,Mixed,Cooler Classic 28
1275,9,panIC,15,8/21/2016,NOISE,Mixed,Cooler Classic 28
1276,12,No Touching,10,8/21/2016,Minnesota Star Power,Mixed,Cooler Classic 28
1277,15,NOISE,9,8/21/2016,Des Moines Metro,Mixed,Cooler Classic 28
1278,15,panIC,6,8/21/2016,Mad Udderburn,Mixed,Cooler Classic 28
1279,11,Minnesota Star Power,8,8/21/2016,Chalice,Mixed,Cooler Classic 28
1280,7,Risky Business,15,8/21/2016,No Touching,Mixed,Cooler Classic 28
1281,9,Mojo Jojo,11,8/20/2016,Des Moines Metro,Mixed,Cooler Classic 28
1282,6,ELevate,10,8/20/2016,Chalice,Mixed,Cooler Classic 28
1283,9,Mastodon,10,8/20/2016,Risky Business,Mixed,Cooler Classic 28
1284,10,Minnesota Star Power,9,8/21/2016,panIC,Mixed,Cooler Classic 28
1285,0,Des Moines Metro,1,8/21/2016,Chalice,Mixed,Cooler Classic 28
1286,6,Risky Business,14,8/21/2016,Chalice,Mixed,Cooler Classic 28
1287,11,Mad Udderburn,13,8/21/2016,Des Moines Metro,Mixed,Cooler Classic 28
1288,7,Spirit Fowl,15,8/21/2016,Chalice,Mixed,Cooler Classic 28
1289,14,Risky Business,13,8/21/2016,Toast,Mixed,Cooler Classic 28
1290,15,Des Moines Metro,3,8/21/2016,Mastodon,Mixed,Cooler Classic 28
1291,12,Mad Udderburn,7,8/21/2016,Wingdings,Mixed,Cooler Classic 28
1292,9,Coalition Ultimate,14,8/21/2016,Spirit Fowl,Mixed,Cooler Classic 28
1293,13,Toast,9,8/21/2016,Mojo Jojo,Mixed,Cooler Classic 28
